Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA19,OUT035,2229.5
FDW46,OUT027,2504.75
NCD43,OUT049,1671.0
DRG39,OUT013,985.25
NCF55,OUT049,546.0
FDJ07,OUT046,1851.25
FDE08,OUT046,2552.25
FDP56,OUT019,1093.25
FDT45,OUT045,712.5
FDF17,OUT018,2766.25
FDX44,OUT046,1472.75
FDM28,OUT027,4172.75
FDI36,OUT049,3395.0
FDS07,OUT045,1811.5
FDD36,OUT045,1853.5
FDW11,OUT046,952.5
FDN40,OUT049,2447.5
NCQ18,OUT049,1725.5
NCQ54,OUT017,2833.75
NCS42,OUT045,1328.5
DRH39,OUT010,752.0
FDC09,OUT027,3210.75
FDT08,OUT010,414.25
FDC08,OUT035,3799.5
FDT20,OUT017,677.75
FDS35,OUT035,1218.5
FDX58,OUT018,2644.25
FDW58,OUT046,1628.25
DRD27,OUT046,1522.5
FDH32,OUT019,401.25
FDS26,OUT035,4215.5
FDQ31,OUT046,1536.25
FDP11,OUT018,3186.25
FDD58,OUT017,1731.75
FDM33,OUT045,3278.5
FDZ16,OUT049,3259.5
NCS29,OUT010,2133.5
NCM18,OUT019,836.25
FDP11,OUT049,3541.5
NCC42,OUT017,2181.75
DRM23,OUT046,2906.0
NCN55,OUT027,5191.75
FDK46,OUT013,4149.25
FDR01,OUT046,3253.75
NCA05,OUT045,2287.5
NCP43,OUT017,2911.75
FDR12,OUT010,862.5
FDQ01,OUT013,4188.25
FDM13,OUT046,2091.25
FDQ19,OUT017,4075.75
FDK56,OUT019,1073.75
NCX06,OUT010,969.5
FDO56,OUT027,3366.75
FDU45,OUT045,1816.5
FDI16,OUT019,896.25
FDL32,OUT046,1791.5
FDA07,OUT046,2043.5
FDA14,OUT045,2185.5
FDV46,OUT027,3721.75
NCO07,OUT035,3529.5
NCP41,OUT046,1721.75
FDY60,OUT018,2180.25
FDN38,OUT017,4061.75
FDO15,OUT046,1222.25
FDT60,OUT013,1885.25
FDA55,OUT035,3763.5
FDE02,OUT010,265.0
DRJ39,OUT049,3491.0
FDV34,OUT035,1463.5
FDS20,OUT027,4403.75
FDF02,OUT027,3090.75
FDW40,OUT017,2321.75
NCB43,OUT046,2905.5
FDR58,OUT017,1603.75
DRJ59,OUT035,651.5
NCD30,OUT017,1611.75
FDE14,OUT017,1891.75
FDC28,OUT018,1448.25
FDU16,OUT018,1146.25
NCD19,OUT035,995.5
FDU21,OUT046,672.75
FDV59,OUT027,4942.75
FDU03,OUT045,2904.5
FDC33,OUT010,1305.0
NCR42,OUT035,784.5
DRH59,OUT035,1239.5
NCM31,OUT035,2467.5
FDS50,OUT035,3594.5
FDP39,OUT046,832.25
FDQ55,OUT013,2060.25
FDV36,OUT019,116.75
FDI05,OUT027,2823.75
FDS45,OUT027,3217.75
FDA39,OUT045,594.5
FDC37,OUT010,175.5
FDJ60,OUT027,4065.75
DRQ35,OUT046,2347.75
NCJ06,OUT046,1904.0
NCY42,OUT018,2180.25
DRM37,OUT049,3496.0
FDR14,OUT045,730.5
FDE51,OUT049,925.5
FDT33,OUT017,2693.75
FDR08,OUT013,1929.25
FDE36,OUT010,834.0
FDL22,OUT019,541.25
FDR44,OUT013,2251.25
FDI56,OUT019,319.25
FDE47,OUT010,230.75
FDV27,OUT010,373.0
FDV10,OUT049,879.5
FDC40,OUT045,1188.5
NCX41,OUT013,3338.25
NCQ38,OUT027,3154.75
FDV12,OUT027,3136.75
FDE52,OUT017,1635.75
FDG20,OUT027,4263.75
FDV16,OUT027,2078.75
FDI32,OUT017,2079.75
FDJ32,OUT049,1089.5
FDN39,OUT018,2426.25
FDY34,OUT017,2949.75
FDC14,OUT035,939.5
FDA55,OUT017,3717.75
FDZ50,OUT010,1001.75
DRG13,OUT049,2819.5
FDP01,OUT013,2581.25
NCG54,OUT017,2773.75
FDM13,OUT045,2041.5
NCO18,OUT027,4348.75
NCW41,OUT013,2410.25
FDM52,OUT027,3682.75
NCF55,OUT035,596.5
FDT09,OUT046,2047.0
NCM19,OUT035,1976.5
FDW12,OUT018,2044.25
FDP15,OUT019,2077.75
FDK36,OUT045,783.5
FDZ25,OUT035,3041.5
NCW06,OUT049,3051.5
FDW60,OUT046,2803.5
DRC49,OUT013,2107.25
NCT17,OUT035,3022.5
NCN06,OUT018,2376.25
FDC45,OUT013,2779.25
DRJ47,OUT019,617.75
NCF06,OUT045,3852.5
FDE21,OUT010,132.25
DRG27,OUT013,794.25
FDW40,OUT049,2290.0
NCO53,OUT046,2933.75
FDE23,OUT049,1016.5
FDQ16,OUT046,1766.0
FDS26,OUT045,3952.5
FDZ13,OUT010,1008.25
FDS14,OUT049,2510.0
FDC10,OUT045,1885.5
FDY16,OUT049,3176.5
FDJ20,OUT035,2183.5
FDV43,OUT035,944.5
FDZ32,OUT027,3309.75
FDR23,OUT046,2824.25
FDN24,OUT035,940.5
FDE34,OUT027,4453.75
FDU31,OUT013,3606.25
FDW33,OUT018,1380.25
FDU26,OUT046,1880.25
FDE20,OUT027,4360.75
NCW05,OUT035,1701.5
FDB22,OUT018,2204.25
FDO56,OUT046,1880.25
FDA19,OUT027,3535.75
DRI39,OUT045,984.5
FDH52,OUT018,666.25
FDZ50,OUT035,3095.5
NCN42,OUT035,2549.5
FDB53,OUT013,2412.25
DRG11,OUT017,1833.75
DRK11,OUT027,3772.75
FDQ60,OUT017,2129.75
FDT36,OUT017,561.75
DRG25,OUT018,2778.25
DRJ23,OUT046,2828.25
FDG05,OUT035,2625.5
NCK06,OUT018,1734.25
FDU52,OUT017,2551.75
FDW07,OUT018,1162.25
NCM17,OUT045,762.5
FDA22,OUT045,2580.5
NCA41,OUT018,2772.25
FDF38,OUT035,913.5
FDH52,OUT046,953.25
FDY58,OUT019,1791.75
FDZ16,OUT045,3096.5
NCM18,OUT017,1217.75
FDA22,OUT018,2354.25
NCJ43,OUT035,2936.5
FDI34,OUT027,5252.75
FDG56,OUT046,1030.25
FDS34,OUT046,1892.75
DRC01,OUT035,802.5
FDQ04,OUT035,832.5
FDK04,OUT035,1121.5
FDT51,OUT049,1827.0
FDV26,OUT017,3221.75
FDS04,OUT049,2342.5
FDW43,OUT018,3370.25
FDQ28,OUT010,592.25
NCK06,OUT017,2099.75
FDS23,OUT018,1820.25
FDZ36,OUT019,1164.75
FDE56,OUT018,948.25
FDW10,OUT027,4147.75
NCN14,OUT045,2841.5
NCQ18,OUT045,1573.5
FDW08,OUT017,1781.75
FDU43,OUT035,3995.5
FDR33,OUT010,142.25
FDM24,OUT010,406.5
NCZ05,OUT046,1797.0
NCV41,OUT035,2033.5
FDV11,OUT018,2606.25
NCY05,OUT035,888.5
FDV44,OUT018,2856.25
FDW32,OUT049,1471.0
NCU18,OUT027,3973.75
NCC43,OUT035,3965.5
FDW19,OUT013,1845.25
FDN31,OUT035,3155.5
FDI48,OUT045,947.5
FDS24,OUT017,1595.75
FDF46,OUT049,1905.0
DRG23,OUT017,2499.75
FDG14,OUT018,2166.25
NCY30,OUT049,3078.0
FDO28,OUT018,1592.25
DRD24,OUT035,2377.5
FDI33,OUT049,1685.5
FDN32,OUT046,2921.75
FDR16,OUT045,3338.5
FDF26,OUT046,2490.0
NCN29,OUT018,576.25
FDE20,OUT045,2835.5
FDA46,OUT046,3007.5
FDU28,OUT045,2946.5
FDQ48,OUT045,1629.5
FDV36,OUT013,2120.25
FDR14,OUT018,548.25
FDP23,OUT017,3509.75
FDP56,OUT013,889.25
FDK48,OUT010,645.0
FDR48,OUT046,2428.25
NCY29,OUT049,1140.0
FDM22,OUT018,576.25
DRJ01,OUT013,2530.25
FDZ43,OUT045,3947.5
FDV03,OUT035,2661.5
FDX11,OUT027,4364.75
NCA41,OUT027,4471.75
FDE38,OUT017,2913.75
FDI27,OUT018,608.25
FDN32,OUT013,2933.25
NCN43,OUT017,2031.75
FDB47,OUT027,4770.75
FDV03,OUT017,2627.75
NCN30,OUT045,1564.5
NCV54,OUT010,109.25
FDV07,OUT013,1891.25
FDP07,OUT049,3218.5
FDK48,OUT018,966.25
FDM15,OUT019,450.75
FDY19,OUT027,3506.75
FDK46,OUT046,4126.0
FDY11,OUT045,1196.5
FDH09,OUT046,986.5
FDO08,OUT027,4092.75
FDU14,OUT013,3951.25
FDD22,OUT027,3276.75
FDM27,OUT017,2541.75
FDL02,OUT027,3134.75
NCA17,OUT035,2455.5
FDE38,OUT019,861.75
NCG07,OUT049,3019.0
DRC27,OUT013,3677.25
FDA27,OUT035,4141.5
FDW40,OUT045,2136.5
DRI11,OUT013,1944.25
FDN50,OUT046,1546.75
FDR12,OUT046,2789.75
FDT34,OUT027,2989.75
FDW11,OUT035,1122.5
NCO30,OUT027,4428.75
FDZ34,OUT017,3241.75
FDU45,OUT017,1987.75
NCD42,OUT035,678.5
FDX25,OUT045,2850.5
NCR29,OUT046,931.25
FDX43,OUT019,798.75
FDB04,OUT010,492.25
FDR49,OUT027,2265.75
FDS39,OUT018,2018.25
FDW58,OUT045,1579.5
FDG22,OUT019,1278.25
FDG31,OUT017,1095.75
NCV53,OUT027,5299.75
DRJ37,OUT035,2462.5
FDV07,OUT035,2003.5
FDW52,OUT018,2330.25
FDT15,OUT045,2820.5
FDD02,OUT018,1710.25
FDM16,OUT035,1281.5
NCE55,OUT046,2763.0
FDB57,OUT018,3400.25
FDQ04,OUT013,779.25
FDQ47,OUT019,1261.25
FDY14,OUT019,2293.75
DRK37,OUT017,3145.75
FDO25,OUT017,3365.75
FDL57,OUT046,4048.25
NCK29,OUT018,1714.25
FDK46,OUT027,5584.75
NCB43,OUT010,963.25
DRE01,OUT027,5196.75
FDC46,OUT018,2662.25
FDQ23,OUT045,1694.5
FDX38,OUT049,914.0
FDG60,OUT018,3404.25
FDW55,OUT017,4029.75
FDP39,OUT013,842.25
FDB20,OUT018,1112.25
FDV21,OUT017,2121.75
FDZ02,OUT013,1659.25
FDP19,OUT027,3468.75
FDA38,OUT035,3889.5
FDH22,OUT045,1851.5
DRM11,OUT045,4242.5
FDO12,OUT027,4451.75
FDT14,OUT049,1870.0
FDW34,OUT010,1853.5
FDG04,OUT027,4356.75
FDW59,OUT018,1082.25
FDR33,OUT018,1528.25
FDP32,OUT013,2093.25
FDL13,OUT027,5175.75
FDD22,OUT013,1883.25
FDV40,OUT027,2624.75
NCD55,OUT046,614.75
FDQ20,OUT010,1122.5
FDD28,OUT045,897.5
FDC39,OUT045,3142.5
NCR17,OUT049,1984.5
DRO35,OUT018,1836.25
FDF40,OUT049,3982.5
FDR31,OUT018,2162.25
NCQ41,OUT017,3247.75
FDP38,OUT046,821.75
NCU54,OUT027,4995.75
FDG22,OUT018,338.25
DRK59,OUT013,3688.25
FDC37,OUT046,1708.75
NCO42,OUT013,2445.25
NCT42,OUT017,2393.75
FDX27,OUT035,1657.5
FDV40,OUT018,968.25
FDT45,OUT027,2240.75
FDS47,OUT019,504.25
FDR45,OUT035,3949.5
FDB03,OUT045,3718.5
FDO49,OUT035,1106.5
FDU60,OUT027,4161.75
FDB26,OUT018,742.25
FDB46,OUT017,3571.75
FDQ37,OUT019,1304.75
FDN03,OUT017,4045.75
NCX30,OUT045,3844.5
FDK32,OUT019,650.75
DRM47,OUT013,3278.25
NCO02,OUT046,1094.0
FDP04,OUT013,1037.25
NCO43,OUT049,1721.5
FDD59,OUT013,1438.25
FDQ10,OUT017,2879.75
FDW45,OUT035,2446.5
NCK30,OUT049,4168.5
FDU31,OUT018,3256.25
NCQ17,OUT019,558.75
FDN01,OUT017,2915.75
FDZ19,OUT049,2971.0
DRG37,OUT017,2683.75
FDE32,OUT045,747.5
FDO34,OUT049,2697.0
FDM04,OUT019,1161.25
FDZ25,OUT049,2964.5
FDU08,OUT049,1760.5
NCW30,OUT045,3915.5
NCM18,OUT013,1149.25
FDS22,OUT035,920.5
NCH18,OUT017,3679.75
FDC23,OUT013,2886.25
FDY46,OUT013,3130.25
NCU06,OUT046,3870.25
FDX57,OUT045,1583.5
FDX36,OUT027,5024.75
FDL16,OUT045,570.5
FDT16,OUT010,2102.5
FDN16,OUT018,1338.25
FDC03,OUT046,3078.0
DRF60,OUT013,3812.25
FDS27,OUT027,4608.75
FDP33,OUT010,2038.25
FDJ36,OUT018,1322.25
NCR42,OUT013,631.25
FDV14,OUT017,1471.75
NCP42,OUT035,3294.5
FDB50,OUT027,2786.75
NCC30,OUT027,4107.75
FDA23,OUT018,1342.25
FDW16,OUT017,1529.75
FDQ52,OUT010,1978.0
FDB58,OUT049,2491.0
NCP29,OUT049,1156.0
NCM05,OUT045,4175.5
FDO25,OUT013,3326.25
NCM54,OUT046,2149.0
NCL54,OUT046,2900.0
FDL39,OUT010,835.5
FDF53,OUT018,2578.25
NCQ42,OUT035,2278.5
FDF58,OUT013,1050.25
FDZ04,OUT035,1249.5
FDE26,OUT019,502.75
FDS60,OUT017,2951.75
FDV58,OUT017,3249.75
FDM04,OUT045,713.5
FDE08,OUT035,2654.5
NCB43,OUT049,3003.0
FDU11,OUT010,41.5
FDF22,OUT019,1404.75
FDE24,OUT013,2406.25
DRJ49,OUT046,2016.25
NCQ53,OUT035,3929.5
NCL41,OUT013,783.25
FDR22,OUT013,1911.25
FDH04,OUT035,1582.5
DRH15,OUT045,601.5
FDY40,OUT049,1060.5
NCI17,OUT035,1437.5
NCC18,OUT013,2652.25
FDY28,OUT027,4914.75
FDB45,OUT027,3219.75
NCL30,OUT018,1926.25
FDM10,OUT017,3361.75
FDH22,OUT027,3377.75
NCZ53,OUT017,3267.75
NCI18,OUT013,3328.25
FDH14,OUT027,3705.75
FDR36,OUT027,2230.75
FDW01,OUT045,2310.5
FDK02,OUT027,3419.75
FDJ02,OUT018,2108.25
FDU55,OUT013,4216.25
NCV18,OUT027,2896.75
FDH14,OUT018,1946.25
FDZ37,OUT045,1532.5
FDX49,OUT049,3845.0
NCD43,OUT046,1595.5
FDZ07,OUT013,1203.25
FDK43,OUT035,2230.5
FDR32,OUT018,3466.25
FDT39,OUT013,2424.25
NCV54,OUT017,2125.75
FDF38,OUT018,500.25
FDV60,OUT046,3184.5
FDH44,OUT027,3762.75
FDS21,OUT046,1061.25
NCL41,OUT045,677.5
FDM46,OUT017,1493.75
FDU27,OUT045,819.5
NCJ54,OUT017,3757.75
DRG51,OUT018,2462.25
NCA29,OUT019,775.75
FDR47,OUT045,3064.5
NCL19,OUT027,3810.75
DRG01,OUT049,1429.0
FDG10,OUT046,955.25
NCV05,OUT049,2596.0
NCH18,OUT019,1640.75
FDV14,OUT018,1112.25
DRJ23,OUT035,2981.5
DRJ11,OUT046,2764.0
FDZ03,OUT017,3089.75
FDI27,OUT010,1044.5
FDJ14,OUT018,1090.25
FDU32,OUT017,2103.75
FDD47,OUT027,4217.75
DRF36,OUT035,3179.5
FDM21,OUT046,3969.0
FDV10,OUT018,544.25
FDH60,OUT018,2770.25
FDX47,OUT010,658.25
FDT19,OUT019,789.75
FDO11,OUT045,3903.5
FDH24,OUT027,3867.75
FDL02,OUT018,1448.25
FDB02,OUT049,3026.5
FDA43,OUT046,3108.75
FDG52,OUT045,628.5
DRC12,OUT013,2805.25
FDY37,OUT018,2222.25
NCU18,OUT045,2441.5
FDU09,OUT035,1146.5
DRJ25,OUT027,2160.75
DRE12,OUT018,1518.25
DRL47,OUT017,1923.75
DRK01,OUT046,1597.25
FDC22,OUT019,1124.75
FDG44,OUT013,895.25
FDW04,OUT035,2182.5
FDK09,OUT049,3722.5
NCN43,OUT035,2091.5
FDG04,OUT049,2994.0
FDH32,OUT010,449.25
DRI47,OUT017,2477.75
DRE15,OUT013,1234.25
FDY11,OUT035,1440.5
FDO60,OUT049,772.5
FDQ20,OUT018,526.25
FDO57,OUT027,3924.75
FDT14,OUT019,160.25
FDA57,OUT049,762.5
DRN35,OUT017,593.75
FDJ03,OUT046,750.5
FDX28,OUT017,1699.75
DRE25,OUT045,1379.5
FDR09,OUT046,4124.25
FDB23,OUT035,3839.5
FDO08,OUT045,2556.5
FDQ23,OUT049,1800.0
FDW04,OUT013,2072.25
DRK13,OUT010,1242.5
NCL17,OUT027,3833.75
FDY21,OUT035,3335.5
FDJ38,OUT027,4456.75
FDA37,OUT019,161.75
FDV43,OUT013,865.25
FDL36,OUT046,1377.0
FDD53,OUT045,636.5
FDZ19,OUT010,970.5
FDV21,OUT045,1953.5
NCL54,OUT018,2640.25
DRI47,OUT027,3797.75
DRG03,OUT049,2646.5
FDG21,OUT013,2611.25
FDW03,OUT018,1416.25
NCI55,OUT046,1705.75
DRC36,OUT019,671.75
FDH22,OUT017,2047.75
FDV20,OUT045,2103.5
NCU41,OUT027,4723.75
FDN46,OUT027,3075.75
FDK50,OUT045,2585.5
NCA05,OUT027,3755.75
DRH01,OUT018,2448.25
FDT08,OUT018,2054.25
FDM08,OUT018,3268.25
FDZ07,OUT035,1300.5
FDS22,OUT017,921.75
FDV35,OUT027,3977.75
FDI28,OUT010,540.25
FDW58,OUT027,3115.75
FDT52,OUT045,3715.5
FDY34,OUT046,2794.0
FDR10,OUT046,2592.75
FDK57,OUT017,2063.75
FDR02,OUT027,3169.75
FDX49,OUT046,3771.25
FDQ20,OUT046,773.75
DRK23,OUT045,3852.5
NCW06,OUT046,2926.75
FDR31,OUT017,2553.75
NCE43,OUT013,2714.25
DRO59,OUT027,2913.75
FDN09,OUT049,3888.0
FDR11,OUT046,2641.75
FDO57,OUT013,2536.25
NCX18,OUT017,3207.75
FDB05,OUT018,3678.25
FDQ08,OUT018,876.25
NCG43,OUT035,1604.5
FDJ56,OUT013,1632.25
FDA13,OUT010,1304.25
FDO56,OUT017,1989.75
FDB37,OUT018,3624.25
FDZ02,OUT018,1348.25
FDQ24,OUT046,3973.5
FDM16,OUT013,1175.25
FDU35,OUT049,1738.5
FDT35,OUT035,2800.5
NCX30,OUT049,3984.5
FDG04,OUT017,3001.75
FDI12,OUT035,1707.5
FDE35,OUT035,1316.5
NCP14,OUT027,3172.75
NCY53,OUT045,1809.5
FDP49,OUT017,1113.75
FDQ04,OUT017,825.75
FDM39,OUT035,2820.5
FDO58,OUT019,601.75
FDC56,OUT017,2039.75
NCQ54,OUT046,2741.75
FDV10,OUT027,2241.75
NCK17,OUT046,704.0
NCF55,OUT027,1908.75
FDV33,OUT013,4227.25
NCH29,OUT019,676.25
FDA37,OUT027,3508.75
FDH46,OUT018,1342.25
FDS25,OUT035,1987.5
FDH04,OUT027,2836.75
FDX52,OUT046,3063.25
NCD42,OUT017,627.75
FDW47,OUT017,2013.75
FDL25,OUT027,2982.75
NCJ06,OUT010,5.5
FDY09,OUT013,2938.25
FDS40,OUT046,602.0
FDH41,OUT017,3381.75
FDG38,OUT035,1555.5
FDU03,OUT027,4381.75
FDV20,OUT046,2166.75
DRB13,OUT045,2760.5
NCQ30,OUT013,2049.25
NCH06,OUT013,3614.25
FDU50,OUT018,1540.25
NCO42,OUT019,471.75
FDW09,OUT018,1024.25
FDH04,OUT013,1451.25
FDC21,OUT045,1759.5
FDL21,OUT049,750.0
FDM46,OUT010,555.5
FDT22,OUT019,1057.25
FDB28,OUT035,3265.5
FDI12,OUT018,1328.25
FDA28,OUT045,1954.5
FDF59,OUT013,2050.25
FDM45,OUT027,3339.75
FDQ56,OUT017,1523.75
FDR46,OUT049,2432.0
FDT01,OUT013,3346.25
FDD16,OUT027,2673.75
NCU30,OUT010,897.75
FDM40,OUT010,197.0
FDI56,OUT035,1816.5
NCS30,OUT013,1993.25
FDU08,OUT017,1765.75
FDX51,OUT027,4613.75
FDA43,OUT045,3064.5
FDX59,OUT010,1300.75
FDC37,OUT018,1446.25
FDP58,OUT013,3435.25
NCY42,OUT035,2563.5
FDF21,OUT018,2796.25
FDU10,OUT027,2162.75
DRL47,OUT018,1556.25
FDA58,OUT018,3464.25
FDJ22,OUT049,3089.5
FDK50,OUT046,2624.75
FDO38,OUT035,1386.5
DRF60,OUT035,3939.5
NCZ42,OUT019,2002.75
FDD35,OUT049,2037.0
FDL25,OUT045,1471.5
FDJ16,OUT013,890.25
DRK59,OUT049,3743.5
FDI50,OUT046,3859.75
NCB19,OUT045,1294.5
DRI37,OUT035,1281.5
FDA14,OUT027,3705.75
FDC08,OUT018,3416.25
FDS45,OUT046,1729.25
FDI21,OUT049,1311.5
DRJ47,OUT035,2733.5
DRE37,OUT027,4397.75
FDT55,OUT018,2236.25
NCG42,OUT027,3445.75
FDA31,OUT049,2816.5
NCW42,OUT046,3398.25
FDF50,OUT017,3177.75
FDK56,OUT049,3113.5
FDX10,OUT035,824.5
NCK07,OUT027,4024.75
FDZ49,OUT017,3743.75
FDR33,OUT013,1825.25
FDO44,OUT018,1484.25
FDA20,OUT046,2968.5
NCL30,OUT045,2135.5
FDI05,OUT019,590.25
FDQ12,OUT018,3388.25
FDH47,OUT017,1605.75
FDH34,OUT018,2602.25
FDF29,OUT046,2092.0
FDG40,OUT018,250.25
NCE18,OUT017,4037.75
FDP21,OUT010,1086.0
FDY50,OUT013,1519.25
FDB36,OUT049,2248.0
NCZ29,OUT049,2271.5
FDU20,OUT018,1764.25
FDO56,OUT013,1950.25
FDW31,OUT049,3244.5
DRH59,OUT013,1125.25
NCB30,OUT017,3193.75
FDK43,OUT027,3543.75
FDW43,OUT045,3581.5
NCL19,OUT017,2455.75
FDJ27,OUT046,1599.0
FDC45,OUT046,2719.0
FDY40,OUT035,1151.5
NCM41,OUT035,1722.5
NCK18,OUT019,760.75
FDP37,OUT049,2200.5
FDA27,OUT027,5434.75
NCX30,OUT035,4042.5
FDR09,OUT017,4179.75
FDG08,OUT027,4186.75
NCU30,OUT013,2914.25
FDB16,OUT017,1509.75
FDM16,OUT017,1231.75
FDC48,OUT013,1375.25
NCF18,OUT046,2833.0
FDU46,OUT018,1228.25
FDH41,OUT018,3006.25
NCN42,OUT010,451.0
FDU49,OUT046,1535.5
FDB20,OUT027,2805.75
FDG50,OUT019,474.25
FDW20,OUT045,1869.5
NCO55,OUT049,1840.0
FDX48,OUT046,2515.0
FDU48,OUT046,2132.25
FDR48,OUT019,490.75
FDK27,OUT013,2073.25
FDT35,OUT013,2645.25
FDN12,OUT049,1777.0
NCE31,OUT019,1370.25
FDL21,OUT017,767.75
FDV56,OUT017,1955.75
FDR16,OUT017,3535.75
NCP41,OUT049,1868.0
FDJ27,OUT013,1670.25
FDA07,OUT017,2133.75
FDK55,OUT049,1595.0
FDM33,OUT049,3476.0
FDY46,OUT046,3093.75
FDD36,OUT046,1917.75
FDB12,OUT027,3161.75
FDF28,OUT019,88.75
NCE07,OUT019,380.75
FDW50,OUT027,3921.75
NCW18,OUT017,3729.75
NCJ17,OUT019,626.25
DRZ24,OUT010,94.25
FDS07,OUT035,2035.5
NCW05,OUT010,363.5
FDZ22,OUT018,1160.25
FDK02,OUT046,1958.0
FDZ45,OUT027,4623.75
FDL25,OUT046,1506.5
FDS08,OUT045,2760.5
NCZ42,OUT027,5344.75
FDX57,OUT035,1780.5
FDF21,OUT046,3057.0
FDJ56,OUT018,1276.25
FDX10,OUT013,709.25
DRG48,OUT035,2567.5
DRN37,OUT046,2632.75
NCY41,OUT018,438.25
FDN28,OUT045,1555.5
FDE34,OUT045,2920.5
FDR10,OUT045,2580.5
FDC32,OUT017,1639.75
DRG13,OUT046,2706.75
FDP59,OUT049,1812.5
NCT53,OUT010,577.0
FDL57,OUT027,5454.75
FDN32,OUT010,1003.0
FDK09,OUT018,3358.25
FDA52,OUT010,874.75
FDC57,OUT049,3248.5
FDI09,OUT035,4301.5
NCB07,OUT046,3082.5
FDP26,OUT035,1672.5
FDP40,OUT027,3216.75
FDL15,OUT013,2384.25
FDV07,OUT046,1856.75
FDS03,OUT017,1177.75
FDE50,OUT049,3256.5
FDQ15,OUT017,1479.75
FDQ33,OUT010,501.25
FDT22,OUT013,879.25
DRO35,OUT035,2261.5
FDJ41,OUT049,4136.5
FDQ27,OUT035,1948.5
FDC26,OUT017,1925.75
NCF43,OUT027,3553.75
NCR50,OUT035,2631.5
FDE39,OUT018,1712.25
FDN49,OUT027,2191.75
DRG11,OUT035,1857.5
NCA18,OUT049,1947.0
FDM36,OUT018,2406.25
FDW32,OUT017,1499.75
NCQ18,OUT010,291.25
FDX14,OUT027,2624.75
FDD46,OUT017,2535.75
FDI34,OUT019,1908.75
NCJ17,OUT035,1460.5
FDB52,OUT035,4197.5
FDV55,OUT018,2108.25
FDC57,OUT046,3125.25
FDB29,OUT046,1917.25
NCO43,OUT035,1766.5
FDG44,OUT045,783.5
FDJ34,OUT045,1935.5
FDH40,OUT049,1357.0
NCD07,OUT027,3145.75
FDB41,OUT017,937.75
FDH47,OUT018,1226.25
DRK37,OUT035,3209.5
FDM25,OUT019,930.75
NCX06,OUT045,2814.5
NCS05,OUT017,2127.75
FDS39,OUT045,2222.5
FDC47,OUT027,5007.75
FDG20,OUT013,2886.25
DRL23,OUT017,1635.75
FDY33,OUT013,2728.25
NCH18,OUT045,3491.5
FDX47,OUT035,2718.5
NCB06,OUT045,2391.5
FDP36,OUT049,912.5
FDW44,OUT018,2492.25
NCU41,OUT018,3004.25
NCS17,OUT046,1437.0
FDD46,OUT035,2636.5
FDE45,OUT017,3087.75
FDI09,OUT017,4241.75
NCJ54,OUT010,1748.25
NCA29,OUT018,2454.25
NCN41,OUT027,3419.75
FDY34,OUT035,2953.5
NCG55,OUT035,1955.5
DRM49,OUT046,1059.25
NCB42,OUT049,1888.5
FDE58,OUT045,1931.5
DRJ25,OUT013,781.25
FDS47,OUT010,517.5
FDY21,OUT049,3333.5
NCI54,OUT013,1592.25
FDO24,OUT017,2509.75
FDY43,OUT035,2997.5
FDF35,OUT018,1398.25
NCP29,OUT019,885.25
FDN28,OUT027,3037.75
FDJ50,OUT018,588.25
FDQ14,OUT027,3817.75
FDC37,OUT035,1893.5
FDN08,OUT046,1908.75
FDD04,OUT035,2373.5
FDW34,OUT018,3514.25
FDP04,OUT017,1109.75
NCG07,OUT017,3013.75
NCN14,OUT018,2626.25
FDJ16,OUT045,793.5
NCM42,OUT045,1795.5
NCF19,OUT046,664.75
FDY21,OUT018,2956.25
FDY19,OUT035,2192.5
FDV09,OUT045,2365.5
FDA28,OUT013,2056.25
FDC38,OUT018,1890.25
FDL28,OUT045,3498.5
NCH43,OUT049,3227.0
NCN53,OUT045,535.5
NCW05,OUT017,1687.75
NCO30,OUT018,2756.25
FDT04,OUT019,1434.25
FDB27,OUT018,2832.25
NCK07,OUT013,2668.25
NCA53,OUT013,806.25
FDB33,OUT018,2390.25
FDU37,OUT017,1483.75
FDR13,OUT035,2118.5
FDE45,OUT049,3085.5
FDV37,OUT017,3315.75
FDX44,OUT019,404.25
NCL06,OUT017,4373.75
FDJ28,OUT045,2873.5
FDX55,OUT049,3605.0
NCK17,OUT018,450.25
FDH52,OUT035,1111.5
FDN13,OUT027,3071.75
FDK44,OUT018,2524.25
FDU16,OUT046,1372.25
FDZ07,OUT017,1239.75
NCN06,OUT027,4074.75
FDH02,OUT010,451.0
NCW18,OUT045,3544.5
FDH57,OUT013,2078.25
FDV35,OUT045,2450.5
NCU29,OUT013,2582.25
NCP02,OUT046,1007.75
FDN44,OUT013,2581.25
FDX03,OUT018,554.25
FDR11,OUT010,667.0
FDA36,OUT046,2902.0
FDP58,OUT027,4809.75
FDH31,OUT045,1489.5
FDH34,OUT035,3035.5
FDS13,OUT035,4320.5
FDT01,OUT018,3074.25
FDY09,OUT049,3029.5
FDV33,OUT027,5591.75
NCW29,OUT010,8.0
NCN17,OUT045,1565.5
FDX01,OUT046,1936.75
FDL03,OUT049,3172.5
DRL59,OUT049,822.5
DRM11,OUT027,5751.75
FDA43,OUT049,3227.0
FDZ56,OUT010,895.25
FDI44,OUT018,1160.25
FDB50,OUT013,1394.25
FDU15,OUT019,1230.25
NCJ19,OUT019,1062.25
